,points
"YOUNG, MILTON R",508
"TUBBY, ROGER",508
"RABORN, WILLIAM F JR.",508
"POSMAN, HARRY",508
"BOUMAZA, BACHIR",508
"MORSE, ROBERT A",508
"CAWLEY, DONALD F",508
"BUFFUM, WILLIAM B.",508
"MARA, WELLINGTON T.",508
"Postel, Robert I",508
"SMITH, A KENDALL",508
"MILLER, PERRY",508
"SPOTTSWOOD, STEPHEN G",508
"HITCHCOCK, ETHAN A.",508
"Kaufman, George S",508
"MASTERS, ANN MARIE",508
"MORTAGA, ABDUL MOHSEN KAMEL",508
"RALPH, JAMES T.",508
"SAPIR, PINHAS",508
LEE CHANG YOL,508
"BRIDGES, HARRY",508
"LONG, EDWARD VAUGHAN",508
"JOHNSON, DONALD E.",508
"Sevilla-Sacasa, Guillermo",508
"Cooper, Henry S F Jr",508
"MCDEVITT, JOHN W.",508
"SCHELL, ROBERT K.",508
"MILANO, ROBERT J.",508
"RANDALL, KENNETH A",508
"HILALY, AGHA",508
"BUDDHA, GAUTAMA",508
"SMITH, MERRIAM",508
"BENTLEY, HELEN DELICH",508
"KOLLIAS, CONSTANTINE V.",508
"WITTEVEEN, HENDRIK J",508
"CUTRER, JESSE H JR.",508
"SERVICE, JOHN STEWART",508
"CARPENTER, MAJORIE A.",508
"SANGUINETTI, ALEXANDRE",508
"PICKETT, ARTH D",508
"PLIMSOLL, JAMES",508
"COHEN, JEROME ALAN",508
"GRAHAM, FRED P.",508
"Luce, Henry Robinson",508
"WILLIAMS, WALTER C.",508
"MPOLO, MAURICE",508
"EDBERG, ROLF",508
"Baez, Joan",508
"BEARD, IRVIN E.",508
"ATIQI, ABDUL RAHMAN SALIM AL",508
"CUOMO, MARIO M.",508
"Peterson, Russell W",508
"KAPITSA, PYOTR L",508
"SHAH, MANUBHAI",508
"ABRAMS, FLOYD",508
"Lumbard, J Edward",508
"CHAMPION, GOWER",508
LINGLE WALTER L JR.,508
"O'DONNELL, EMMETT JR.",508
"LEINSDORF, DAVID",508
"SADOWSKY, EDWARD L",508
"Kociolek, Stanislaw",508
"PROCTOR, ROSCOE QUINCY",508
"SCELSI, MICHAEL N",508
"GOODALE, JAMES C.",508
"WHITNEY, CORNELIUS VANDERBILF",508
"KINGSTON, JOHN E",508
"GARRIOTT, OWEN K.",508
"TISSERANT, EUGENE",508
"DIEDERICH, BERNARD",508
"ALEXANDRA HELEN ELIZABETH OLGA CHRISTABEL, PRINCESS OF KENT",508
"BREWSTER, DANIEL B.",508
"WAITH, ELDRIDGE",508
"OTTENSTEIN, THOMAS R.",508
"MERZA, WASFI",508
"DOUGLAS, BOYD FREDERICK JR.",508
"SARACHAN, GOODMAN A",508
"O'DONNELL, HARRY JAMES",508
"KUDIRKA, SIMAS A.",508
"SAAB, ABDEL MALEK",508
"SHUKAIR, MOHAMMED LABIB",508
"POWELL, CURTIS",508
"ORMSBY GORE, SYLVIA",508
"HELLER, AUSTIN N",508
"GLADSTONE, LOUIS I.",508
"BROOKE, EDWARD WILLIAM",508
VU VAN MAU,508
"MELLON, ANDREW W.",508
"BYRNE, GARRETT H.",508
"MCILVAINE, ROBINSON",508
"YEGORYCHEV, NIKOLAI G.",508
"TOMEH, GEORGE J.",508
"HOLZMAN, WILLIAM W.",508
"LEE, DICK",508
"BYRD, HARRY FLOOD SR",508
"BLATCHFORD, JOSEPH H",508
"Butler, Michael",508
"HORSFALL, J G",508
"MCGOWEN, CARL",508
"Blake, James",508
"HASKELL, HARRY G",508
"SCHMERTZ, ERIC J.",508
"Frankel, Charles",508
"MURTAGH, JOHN M",508
"LEFKOWITZ, LOUIS J.",508
"BEAM, JACOB D",508
"POTTINGER, J STANLEY",508
"PISK, ZDENEK",508
"LEPPER, BRUCE",508
Paul VI,508
"ARMBRUSTER, CHRISTIAN H.",508
"WOLFMAN, WILLIAM",508
"RUDDY, AL",508
"BLAIKIE, ROBERT B.",508
P UDELL,508
"SHUMAEV, MIKHAIL A.",508
"DIAZ, MANUEL JR.",508
"MESYATSEV, NIKOLAI N.",508
"JEANNENEY, JEAN-MARCEL",508
"O'DONNELL, HARRY J.",508
"OSBORNE, C RAY",508
"WALKER, JOS A",508
"PORTER, WM J.",508
"Copland, Aaron",508
"ROSENMAN, SAMUEL I",508
"KOLDER, DRAHOMIR",508
"SHILLITO, BARRY J",508
"Eder, Richard",508
"FERRALL, WILLIAM J.",508
"MONTGOMERY, HUGH",508
"FARRELL, JAMES T.",508
"HADDAD, WILLIAM F.",508
"LE THEULE, JOEL",508
"OWENS, MAJOR R.",508
"HESBURGH, THEODORE M.",507
"DRYDEN, FRANKLIN B.",507
E L MASTERS,507
"HENIX, AMOS",507
"SCARBECK, IRVIN C",507
"CHATAWAY, CHRISTOPHER",507
"MOORE, ARCH ALFRED JR.",507
"PITTMAN, RICHARD A",507
"Styron, William",507
"COLLENBERG, HASSO RUEDT VON",507
"CORNER, FRANK",507
"ALMEIDA, AYILE D'",507
"METCALF, GORDON M.",507
"Ball, Edward",507
"GIBSON, EDWARD G.",507
"BAER, HAROLD JR.",507
CHEN CHIH-PING,507
"VEUILLOT, PIERRE",507
"ALBERTSON, WILLIAM",507
"OGILVY, ANGUS",507
"HERTER, CHRISTIAN A",507
"LILIENTHAL, DAVID E.",507
"Green, Alan",507
"BERTRAND, JEAN-JACQUES",507
"MARTIN, JOSEPH G.",507
"GALL, C PETER",507
"SHAPIRO, GEORGE M.",507
"CAHILL, THOMAS J",507
"ABRAM, MORRIS B.",507
"EDEMSKI, SERGEI",507
"LOMBARDI, TARKY JR",507
"BOE, NILS A.",507
"SILLS, ARTHUR J.",507
"FOWLER, HENRY H.",507
"HOOPES, TOWNSEND W.",507
"NUGENT, GERARD P",507
"HARRIS, FRED R.",507
"MONAHAN, ROBERT W.",507
"WHITE, EDW H 2D",507
"DESAI, MORARJI R.",507
"AHMED, HUCINE AIT-",507
"CASCELLS, KERMIT",507
"KAUFMAN, IRVING R",507
"BRANDEIS, SIDNEY",507
"CERNIK, ZDENEK",507
"HOOVER, ALLAN HENRY",507
"WIGG, GEORGE",507
"Burnham, David",507
"Mink, Patsy T",507
"SCHULTZ, RICHARD G",507
"SHUMAN, CHARLES B.",507
"LATTIMORE, O",507
"Nelson, Horatio",507
"DOW, JOHN G.",507
"BUNTING, MARY ALICE INGRAHAM",507
"MACLEOD, IAIN N",507
M HART,507
"Kaplan, Justin",507
"Davies, John Paton",507
"Seaborg, Glenn T",507
"SOUTHALL, MARK T",507
"BOYD, JAMES P JR.",507
"SKAKEL, GEO JR",507
"MASSELL, SAM",507
"SOHLMAN, ROLF R.",507
"Durante, Jimmy",507
"KOWALSKI, FRANK",507
"DYE, MARVIN R",507
"Moynihan, Daniel Patrick",507
"KERRY, JOHN F.",507
"Cronkite, Walter",507
"GASCOIGNE, JULIAN",507
"MURPHY, GEORGE A.",507
"KEENEY, BARNABY C",507
"MCDOWELL, HARRIS B JR.",507
"MCLAUGHLIN, NEIL R",507
"JORNEGAN, JOHN D.",507
"BOUMENDJEL, AHMED",507
"RYAN, JOSEPH W JR",507
"LOONEY, FRANCIS B",507
"MCNAIR, ROBERT E.",507
"KAPWEPWE, SIMON M.",507
"DARAJI, ABDEL LATIF",507
"DAVIS, DEANE C",507
"MONTES DE OCA, MARCO-ANTONIO",507
"SHAZLI, SAAD HUSSEIN AL­",507
"MONAGAN, JOHN S",507
"HISLOP, GEORGE K",507
"OATMAN, CHARLES",507
"Hart, Judith",507
"MCGHEE, GEORGE C",507
"QUINN, WM WILSON",507
NGUYEN LUU VIEN,507
"BOWLES, CHESTER BLISS",507
"THOMPSON, HELEN M.",507
"JAENICKE, JOACHIM",507
"KRUSH, BENJAMIN",507
"ULLMAN, AL",507
"Klein, Woody",507
POSEIDON,507
"BLAIR, WILLIAM MCCORMICK",507
"ALEKSANDROVICH, RUTH",507
"BOCK, CHARLES C JR.",507
"LITEKY, ANGELA J",507
"ZIEGLER, RONALD",507
"REYNOLDS, DON B.",507
"ARAM, ABBAS",507
"PAYE, LUCIEN",507
"Alexander, Lee",507
"WILENTZ, WARREN W.",507
"GENGRAS, E CLAYTON",507
"MCCARTHY, M",507
"MELLON, JUDGE T.",507
"TOSI, SARAH JANE",507
"CAIAZZO, EDWARD",507
J H CLARKE,507
"Breslin, Jimmy",507
"GOLDMAN, ERIC F.",507
"DUCEY, CHARLES J.",507
"ROSENBACH, BERNARD",507
"ECCLES, MARRINER S.",507
"SEE, ELLIOTT M JR",507
"CHARLES BORROMEO, SAINT",507
"McCarthy, John G",507
"JACOBSEN, JAKE",507
"HARRIS, CLARENCE E.",507
"BOLAN, THOMAS A.",507
"BANNERMAN, GRAEME C",507
"RESNICK, JOSEPH YALE",507
"HERTER, CHRISTIAN ARCHIBALD JR.",507
"NOLTING, FREDERICK E JR.",507
"THOMPSON, ROBERT",507
"WEISL, EDWIN L JR",507
"HRUSKA, ROMAN L.",507
"CROMARTY, ARTHUR M",507
"SMATHERS, GEORGE A.",507
"TESTA, GUSTAVO",507
"CAULFIELD, JOHN P",507
"TIERNEY, RAYMOND A.",507
"BURNS, ARTHUR F.",507
"MARTIN, THOS W",507
"Brown, Robert J",507
"SCARBOROUGH, EARL OF",507
"Netzer, Dick",507
"SEYNES, PHILIPPE DE",507
"BARR, JOSEPH M",507
"Johnson, Haynes",507
"SEE, ELIOT M JR.",507
"WILKS, JOHN L",507
E SANGUINETI,507
"INGALLS, GEORGE L.",507
"FEHER, LAJOS",507
"SCOTT, HAROLD B",507
"PETTIS, JERRY L",507
CHEN CHU,507
"PETINAUD, ERNEST",507
"SCHOMBURG, AUGUST",507
"LUNNEY, GLYNN S.",507
"STOKES OF LEYLAND, LORD",507
"SORENSEN, THEODORE CHAIKIN",507
"YEROVI INDABURU, CLEMENTE",507
"RABORN, WILLIAM F.",507
"GOMEZ, MANUEL A",507
"KRISHNAMACHARI, TRIUVALLUR THATTAI",507
"WENDT, IRVING",507
CHEQUERS,507
"BALDERSTON, C CANBY",507
"LACERDA, CARLOS",507
"Starr, Bart",507
"WOOD, ROBERT C.",507
"VINOGRADOV, SERGEI A.",507
"GUSTAF VI ADOLF, KING OF SWEDEN",507
"SMITH, WILLIAM H T",507
"TOMBALBAYE, FRANCOIS",507
"LIVERIGHT, HERMAN",507
"MARSHALL, HENRY P",507
"SIROKY, VILIAM",507
"Keats, John",507
"JOHNSHOY, HOWARD G",507
"Krause, Allison",507
"PATTERSON, CHARLES L.",507
"BOYD, JAMES PATRICK JR.",507
"DEGUELDRE, ROGER",507
"GIORDANO, WILLIAM",507
"SWETNICK, GEORGE",507
"BRODER, DAVID S.",506
"WAGNER, DUNCAN EDWARD",506
"GENNARO, SAN",506
"DURIS, JULIUS",506
"STAVROPOULOS, CONSTANTIN",506
"BRONK, DETLEV WULF",506
HUYNH VAN TRONG,506
"KATZENMEYER, BEN",506
"GRIFFITHS, PETER",506
"FALL, B B",506
"BOYKIN, FRANK W.",506
"BATTLE, LUCIUS D.",506
"BREATHITT, EDWARD T JR.",506
"MCINERNEY, THOMAS",506
"WALLACE, CARL S.",506
"NOVIKOV, IGNATI T.",506
"REEDY, GEORGE E.",506
"STEED, TOM",506
"STREIT, SAUL S",506
"DERTHICK, MARTHA A",506
"BADRAN, SHAMSADDIN",506
"NARASIMHAN, CHAKRAVARTHI V.",506
"INNESS, MARGARET MARY",506
"WALSH, MICHAEL P",506
"MCMANUS, GEORGE P",506
"ROSSBACH, J HOWARD",506
"SPINA, DOMINICK A",506
"TAYLOR, JAMES A",506
"KLEIN, HERBERT G.",506
"HURWITCH, ROBERT A",506
"LAWLESS, WILLIAM",506
"GOMIDES, ALOYSIO MARES DIAS",506
"WAUNEKA, ANNIE DODGE",506
"ZAIN, ZAIRIN",506
"Haldeman, H R",506
"BENEDIKTE, PRINCESS OF DENMARK",506
"BASSETT, CHAS A 2D",506
"CORRADO, JAMES R.",506
"GAULT, GERALD",506
"MARCELLIN, RAYMOND",506
"EINAUDI, GUILO",506
"DOLLINGER, WERNER",506
"HEDGEMAN, ANNA ARNOLD",506
"FRASSINELLI, ATTILLIO R.",506
"KHALATBARY, A A.",506
"Urstadt, Charles J",506
"ADDONIZIO, FRANK",506
"SHORE, PETER",506
"Gregory, Dick",506
"BLOCK, PHILIP D JR.",506
"BROWN, HUBERT RAP",506
"MANLEY, A BRUCE",506
"BROWN, RONALD ALLEN",506
"WATERS, JOHN KNIGHT",506
"KYL, JOHN H",506
"BLANDFORD, ATHINA MARY",506
E JONES,506
"HAYNIE, ROSCOE G",506
"DIGGS, CHARLES C JR.",506
"KAY, JEROME M.",506
"PALMER, CHARLES F.",506
"BURROWS, BERNARD",506
"AMIT, MEIR",506
"TORRENCE, E S",506
"HANES, ARTHUR J.",506
"LACKEY, E DENT",506
"ASPLAND, GEORGE J",506
"BITAT, RABAH",506
"BALDWIN, ROBERT H B.",506
"BYRD, HARRY F SR",506
"BOBST, ELMER H.",506
"MARKHAM, DEAN P",506
YEM SAMBAUR,506
"BRENNAN, WM J JR.",506
"KUNAYEV, DINMUKHAMED A.",506
"UHLMAN, WESLEY C",506
"CLAY, LUCIUS D",506
"STERNER, MICHAEL",506
"LUCE, DAVID",506
"CORCORAN, HOWARD FRANCIS",506
"Goodman, Roy M",506
"MALIK, YAKOV A",506
"SOSKICE, FRANK",506
"PEDEN, KATHERINE GRAHAM",506
"AGNEW, SPIRO T.",506
"INNIS, ROY E A.",506
"PRICE, DAVID E",506
"SCHEUER, SANDRA LEE",506
"STARR, STEVE",506
"NORODOM SIHANOUK, PRINCE",506
"CULLMAN, HOWARD S.",506
"ROCHE, JOHN P.",506
"GRISSOM, VIRGIL I.",506
YEN HUNG-YEN,506
"GRENNAN, JACQUELINE",506
"FURSTENBERG, MAXIMILIEN DE",506
"WADSWORTH, DOROTHY",506
"ROCKEFELLER, JOHN D 4TH",506
"OPPENHEIMER, J ROBT",506
"BANKS, ELMER GERALD JR.",506
"BROWNE, SECOR D",506
"CHARTENER, WILLIAM H",506
BOYD‐ORR,506
"SABAH, SABAH AS‐SALAM AL‐",506
"PIGOTT, BRUCE S.",506
"Lukas, J Anthony",506
"PEPIN, JEAN-LUC",506
"PIKE, OTIS G.",506
"GAUD, WILLIAM S.",506
"MCCABE, EDWARD J.",506
"COLEMAN, JAMES PLEMON",506
"Acheson, Dean",506
"MASTROPIERI, EUGENE F",506
"COTTON, NORRIS",506
"BRAINE, RICHARD",506
"KHOSROVI, CAROL M.",506
"CONABLE, BARBER B JR",506
"SCALES, THOMAS R.",506
"KNOWLAND, WILLIAM F.",506
"WEHRHAHN, LIBETH",505
"GREENFIELD, EDWARD J",505
"Hope, Bob",505
"ENGLISH, HENRY",505
"MOOS, MALCOLM C.",505
"PEREIRA, PEDRO THEOTONIO",505
"HARRIMAN, WM AVERELL",505
"JOHNSON, CLARENCE L.",505
"GREEN, EDITH",505
"WATSON, ALBERT W",505
"Frankel, Max",505
"JA'ABRI, MOHAMMED ALI",505
"FRASER, HUGH",505
"HEARD, G ALEXANDER",505
"SCHWARZ, DANIEL",505
"ALLEN, WOODY",505
"BAGGE, CARL E",505
"JOEI, BERNARD",505
"JAFFE, JEROME H",505
"COLOMBO, EMILIO",505
"SURREY, STANLEY S.",505
"STASTNY, JOHN A",505
"Schmidt, Helmut",505
"MONTERO, FRANK C.",505
HASSAN BIN TALAL,505
"Demirel, Suleyman",505
"NARASIMHAN, CHAKRAVARTHI VIGAYARAGHAVA",505
"BYRNES, JOHN W",505
"BLISS, RAYMOND CHARLES",505
"PINKNEY, ARNOLD R.",505
"NICHOLS, JOSEPH C.",505
"BROCK, WILLIAM E 3D",505
"MOORE, SANFORD JESSE",505
"JOHNSTON, THOMAS",505
"AMACHREE, GODFREY KIO JAJA",505
"Johnson, Malcolm",505
"MANNING, BAYLESS",505
"KELLY, MATTHEW A.",505
"AHMAD, EQBAL",505
"HENKIN, DANIEL Z",505
FU HAO,505
HSU HSIN-HSI,505
"YOST, CHARLES W.",505
"McEwen, John",505
"RAYNE, MAX",505
"ZIEGLER, RONALD L.",505
"ELLSWORTH, ROBERT F.",505
"KULIKOV, VASILY",505
W GRAY,505
"RONAN, THOMAS E.",505
"LAWRENCE, DOROTHY BELL",505
"ELIZABETH II, QUEEN OF THE UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND AND OF HER OTHER REALMS AND TERRITORIES AND HEAD, OF THE COMMONWEALTH",505
"MCMURRAY, JOSEPH P",505
"FORSYTH, KEITH W.",505
"Pflimlin, Pierre",505
"Buchwald, Art",505
"ADDERLY, TYRONE J",505
"SEE, ELLIOT M JR.",505
FREDERIK IX,505
"ENZENSBERGER, HANS MAGNUS",505
"SAID, HELMY EL-",505
"HEINKEL, FRED V",505
"CHILDRE, CECIL H.",505
"ROSSANT, MURRAY J.",505
TRAN VAN LAM,505
"SKAKEL, GEORGE JR",505
"BELL, ELLIOTT V",505
"MILLER, J IRWIN",505
"THATCHER, MARGARET",505
"DOUB, WILLIAM O.",505
"LAWSON, JAMES. R.",505
"EDWARDS, INDIA",505
"LONGFORD, EARL OF",505
"MCCLOY, JOHN J.",505
"O'Brien, Conor Cruise",505
"TAFT, ROBERT ALPHONSO JR.",505
"CROCKETT, WM J.",505
"Mead, Margaret",505
"MAGUIRE, JOHN J.",505
"WUORINEN, CHARLES W.",505
"SCHROEDER, WILLIAM K",505
"Blatt, Genevieve",505
GOLDMAN ERIC,505
"MEAGHER, PEARSE P.",505
"SHORT, EDWARD",505
"JACKSON, LEVI",505
"DOLANSKY, JAROMIR",505
"BENTSEN, LLOYD M JR",505
"BRENNAN, WM JOSEPH JR.",505
"CULLEN, THOMAS H JR.",504
"HUGHES, PHILLIP S",504
HUANG YUNG-SHENG,504
"WALSH, PHILLIP J.",504
"LOCKE, EUGENE M.",504
"ZELENKO, HERBERT",504
"CROSSMAN, RICHARD",504
"ROONEY, JOHN J",504
"STOREY, ROBERT G.",504
"Brown, George E Jr",504
"MCGIFFERT, DAVID E.",504
"DEBERRY, CLIFTON",504
"HARRINGTON, FRED HARVEY",504
"MCGHEE, GEORGE CREWS",504
"Wiggins, James Russell",504
"HEIGHT, DOROTHY I",504
"LANDRIEU, MOON",504
"BOLLING, BARBARA",504
"Kahn, Herman",504
"Lowenstein, Allard K",504
"SEDITA, FRANK A.",504
"FULD, STANLEY H.",504
"BURY, LESLIE H E.",504
"SCRANTON, WM W.",504
"WHARTON, HUNTER P.",504
"DARST, CHARLES LEE",504
"WRIGHT, LEROY M",504
"LOMENZO, JOHN P",504
"WEINFELD, MORRIS",504
"BIDDLE, FRANCIS",504
"ROCKEFELLER, LAURANCE SPELMAN",504
"MATHEWS, CHARLES WESLEY",504
"DAHLGRUEN, ROLF",504
"Schwartz, Harry",504
"SADEK, MOHAMMED AHMED",504
"BIRENBAUM, WILLIAM M.",504
NGO DZU,504
"LUCEY, PATRICK J",504
"COLLINS, JAMES FRANCIS",504
"Teale, Edwin Way",504
"AHERN, JAMES FRANCIS",504
"CHILDS, ALVIN A.",504
"BROOKS, JACK B.",504
"HUGHES, HERBERT J",504
"SHERWIN, PAUL N",504
"GABEL, HORTENSE W.",504
"KAPLOWITZ, PAUL",504
"DUNN, WINFIELD",504
"CASTILLO, MARTIN G.",504
"GRAVES, EARL G.",504
"KISHI, NOBUSUKE",504
"PHILLIPPE, GERALD LLOYD",504
"STEWART, RICHARD E.",504
"EDWARDS, DENNIS JR",504
"CALLAGHAN, JAMES T",504
"NEUMANN, JULIUS G.",504
"Flexner, James Thomas",504
"AGAGIANIAN, GREGORY PETER XV",504
"GARDNER, JOHN WM.",504
"PESCH, LEROY A",504
"SAYYED, KHALEEL SULTARN",504
"KITCHIN, A PAUL",504
"MOOT, ROBERT C",504
"ZARTMAN, LEONARD S",504
"BAHOLLI, SAMI",504
"Butz, Earl L",504
"GORTZ, ANDRE",504
"MANNING, FRANK G.",504
NORODOM PHURISARO,504
"DOUGLAS, PAUL HOWARD",504
"MCKAY, ROBERT B",504
"BOOTH, WILLIAM H",504
"HOUTHAKKER, HENDRIK S",504
"CARPINO, FRANCESCO",504
"STRATTON, SAMUEL S",504
"GROSSMAN, DAVID A",504
"CONNELLY, MATTHEW J.",504
"RANNIE, JOHN",504
"CALLORI DI VIGNALE, FEDERICO",504
"King, Alan",504
"Siegal, Allan M",504
"CONNELLY, JOHN E.",504
"Henderson, Jim",503
"ANDERSON, ROBERT BERNERD",503
"BOWE, WALTER AUGUSTUS",503
"BAKER, GEORGE PIERCE",503
"MCCONNELL, JOHN P.",503
"BERG, SHERWOOD",503
"PYSIN, KONSTANTIN GEORGIYEVICH",503
"BOWEN, NIGEL H",503
"MCCONAUGHY, WALTER P.",503
"STUART, ROBERT J",503
"ODEGAARD, CHARLES E.",503
"ANDERSON, EUGENIA",503
"White, E B",503
"Porter, Katherine Anne",503
"NADEL, BERNARD",503
"CORSO, JOSEPH R.",503
"MASSI, VINCENT A.",503
"PETERSON, RONALD B.",503
"BROWNELL, SAMUEL M.",503
"UNGER, SHERMAN",503
"RANDALL, KENNETH A.",503
"MCCLOSKEY, PAUL N JR",503
"PORTER, WILLIAM J",503
"CRANE, ROBERT C",503
"KENDALL, DONALD M.",503
"HALVORSON, CARL M",503
"HOWARD, JAMES J.",503
"FLAHERTY, PETER F",503
"YOLLES, STANLEY F",503
"SMITH, HENRY P 3D",503
"PATTON, D KENNETH",503
"ATHENAGORAS, METROPOLITAN OF THYATEIRA",503
"POAGE, W R",503
"GONZALES LEON, ADRIANO",503
"BYRD, HARRY FLOOD JR.",503
"ZAYED, MOHAMMED SAAD",503
"WARNKE, PAUL C.",503
"GREY, MAURICE W.",503
"Woods, Rose Mary",503
"GOULD, SAMUEL B",503
"FARLEY, JAMES A.",503
"Seamans, Robert C Jr",503
"MAURER, JOSE CLEMENTE",503
"BRUNO, JERRY",503
"DARCY, THOMAS F",503
"CURRAN, JOSEPH EDWIN",503
"REED, JOHN HATHAWAY",503
"SULLIVAN, JOHN J.",503
"Fleming, Robben W",503
"FREEMAN, FRANKIE MUSE",502
"CURTIS, KENNETH M.",502
"YOUNGDAHL, LUTHER W",502
"FRASCA, JOHN ANTHONY",502
"MARKEWICH, ARTHUR",502
"MORGENTHAU, HANS J.",502
"AGRESTA, THOMAS S.",502
"JACK, HULAN E.",502
"NENNI, PIETRO",502
"COFFEY, MICHAEL A.",502
"TURE, NORMAN",502
"BABER, GEORGE W",502
"ANDERSON, LINDSAY",502
"KNELLER, JOHN W",502
"HAYAKAWA, S I",502
"Goytisolo, Juan",502
"DUESENBERRY, JAMES S",502
"ANDERSON, CLINTON P.",502
"Greenspan, Alan",502
"KENNY, JOHN J.",502
"MANSFIELD, WALTER R",502
"BERMAN, FREDERIC S.",502
"SHANLEY, BERNARD MICHAEL",502
"DAOUD, DIADDIN",502
"FELT, HARRY DONALD",502
"FARLEY, FRANK S.",502
"ADAIR, CHARLES WALLACE JR.",502
"HIGGINS, ROBERT",502
"HICKEL, WALTER J.",502
"MAIER, HENRY",502
"PEIVE, YAN V.",502
"Taylor, Jay",502
"SAYTANIDES, MICHAEL A",502
"KOONTZ, ELIZABETH DUNCAN",502
"BELTRAMI, GIUSEPPE",502
"BROWN, BERTRAM",502
"SCHIFF, NORMAN N.",502
"FEIN, ARNOLD L.",502
"COLLIER, ROBERT STEELE",502
"TIBBETS, MARGARET JAY",502
"CONSTABLE, BARBER A.",502
"LAVALLE, JUAN BAUTISTA DE",502
"Kammen, Michael",502
"DEAN, JOHN W 3D",501
"GIBSON, PAUL",501
"BUNTING, MARY INGRAHAM",501
"MAHON, GEORGE HERMAN",501
"ZERBA, CESARE",501
"BERGUS, DONALD C",501
"FONTANET, JOSEPH",501
"BROWN, WINTHROP",501
"GOMEZ, MANUEL A.",501
"MEYER, EUGENE E",501
"BELKNAP, MICHAEL",501
"WILLEY, FREDERICK",501
"VAN DUSEN, RICHARD C",501
"CONLON, WALTER MACLYN",501
"COHEN, EDWIN S",501
"DUCLOS, MICHELLE",501
"WARNER, IVAN",501
CHUNG IL KWON,501
"MAHER, JOHN C.",501
"KLEINDIENST, RICHARD",501
"BENNETT, WALLACE F",501
"GONZALES, ANGEL",501
"CARROLL, ROSCOE C",501
"Baker, Russell",501
"FOURQUET, MICHEL",501
"CHENOWETH, J EDGAR",501
"MARCHI, JOHN JOSEPH",501
SISOUK NA CHAMPASSAK,501
"COSTANTINO, MARK A",501
"HUTCHESON, MAURICE A.",501
"FITCH, ALVA REVISTA",501
"Butterfield, Fox",501
"MINOTT, ERNEST R.",501
"Zwick, Charles J",501
"DULSKI, THADDEUS J",501
"HOYT, HENRY A.",501
"DUMONT, WAYNE JR.",501
"WALMSLEY, WALTER N.",501
"TAPP, JESSE",501
"Wechsler, Herbert",500
"WELLS, HERMAN B.",500
"SCHOEMANN, PETER T",500
"GOYTISOLO, LUIS",500
"VALENTI, JACK J.",500
"CARROLL, JOHN T.",500
"GITTLESON, HARRY",500
"EBERHART, RICHARD",500
"MITCHELL, CLARENCE M 3D",500
"SAMORE, ANTONIO",500
"HARDY, PORTER JR",500
"BELLMON, HENRY L",500
"Mitchell, MacNeil",500
"STRAWBRIDGE, WM JUSTICE JR.",500
"SCOTT, ROBERT W",500
"ELLINGTON, BUFORD",500
"Moore, Geoffrey H",500
"TOFANY, VINCENT L.",500
"GARBUZOV, VASILY F.",500
"KEETON, PAGE",500
"SIMMONS, SAMUEL J",500
"LAFONTANT, JEWEL",500
"Erikson, Erik H",500
"LINDSAY, RONALD",500
"Davis, Nathaniel",500
"BROWN, WILLIAM H 3D",500
"SUCHMAN, HARRY",500
"NAFTALIN, ARTHUR",500
"FERGUSON, JOHN H.",500
"King, John William",500
"Starke, George",500
"KAPPEL, FREDERICK R.",500
"Clark, George Rogers",500
"ANDERSON, ROBERT B.",500
"EIKENBERRY, PETER G.",500
"WALSTON, LORD",500
"KOEHLER, HERBERT A.",499
"Lasch, Robert",499
"HOBBY, OVETA CULP",499
"BROMWELL, JAMES E.",499
"BOYLAND, WILLIAM E.",499
"PEARL, MILTON A.",499
"GARBARINO, JOHN A.",499
"JENKINS, HERBERT",499
"FRAIMAN, ARNOLD G",499
"MCKELDIN, THEODORE ROOSEVELT",499
"DARMAJUWANA, JUSTINUS",499
"BARKLEY, ALBEN W",499
"MCDOUGAL, JEROME R JR.",499
"SCALI, JOHN A.",499
"TYLER, WILLIAM R.",499
"Wheeler, John",499
"IMPELLITTERI, VINCENT R.",499
"FURTSEVA, YEKATERINO ALEXEYEVNA",499
"MITCHELL, CLARENCE JR.",499
"LANIGAN, CHARLES T.",499
"ZEBRA, CESARE",499
"MARTIN, HAROLD EUGENE",499
"GOYTISOLO, JOSE-AGUSTIN",499
"BOGAN, EUGENE F",499
"CUNNINGHAM, PATRICK J.",499
"BLAIR, C STANLEY",498
"QUINN, JOHN J.",498
"RABIN, SAMUEL",498
"MURPHY, CHARIOT S.",498
"MILLER, JOSEPH IRWIN",498
"SMITH, DAN THROOP",498
"Arnett, Peter",498
"ESPOSITO, MEADE H.",498
"JOHNSON, HOWARD WESLEY",498
"TITMUSS, RICHARD M",498
"WHITTAKER, JOHN C.",498
"ROSSI, AGNELO",498
"MATTSON, WALTER",498
"GARZA, RICHARD",498
"MCCORMICK, ROBERT RUTHERFORD",498
"MAGOWAN, ROBERT",498
"Fitzpatrick, Thomas",498
"EVANS, HERBERT BERNETTE",498
"Baker, Howard H Jr",498
"WATSON, ALBERT W.",498
"WILLIAMS, JOHN J.",498
"WALSH, ALBERT A",498
"BURKE, ADRIAN P.",497
"DUBIN, BERNARD",497
"ALEXANDER, JOHN H.",497
"WHEELER, EARLE GILMORE",497
"LUCIA, FRANK J.",497
"WOJTYLA, KAROL",497
"BOWMAN, AMOS E",497
"GILBERT, JACOB H",497
